attendees,month,day,hour,day_of_week,holiday,temp,temp_wb,rel_humidity,windspeed,precipitation
5170,1,25,6,Thu,0,40.8,18,57,15,1
16720,1,25,7,Thu,0,40.8,17,52,14,1
32890,1,25,8,Thu,0,44.4,18,46,17,1
18370,1,25,9,Thu,0,48,19,37,20,1
10010,1,25,10,Thu,0,48,19,39,23,1
6930,1,25,11,Thu,0,51.6,21,35,21,1
8910,1,25,12,Thu,0,53.4,21,32,16,1
8140,1,25,13,Thu,0,57,23,29,18,1
8580,1,25,14,Thu,0,57,22,26,22,1
9900,1,25,15,Thu,0,55.2,21,26,16,1
19580,1,25,16,Thu,0,51.6,20,27,20,1
25520,1,25,17,Thu,0,49.8,19,28,21,1
20130,1,25,18,Thu,0,48,19,28,20,1
11110,1,25,19,Thu,0,48,19,32,20,1
7040,1,25,20,Thu,0,46.2,18,35,15,1
6050,1,25,21,Thu,0,46.2,18,35,21,1
3850,1,25,22,Thu,0,44.4,18,38,17,1
2420,1,25,23,Thu,0,42.6,17,42,16,1
1430,1,26,0,Fri,0,40.8,17,43,16,1
660,1,26,1,Fri,0,40.8,17,43,15,1
880,1,26,2,Fri,0,39,16,45,14,1
110,1,26,3,Fri,0,39,16,45,16,1
110,1,26,4,Fri,0,39,16,43,14,1
1210,1,26,5,Fri,0,39,16,41,17,1
5390,1,26,6,Fri,0,37.2,15,41,13,1
13200,1,26,7,Fri,0,39,15,40,18,1
29150,1,26,8,Fri,0,42.6,17,35,14,1
18150,1,26,9,Fri,0,46.2,18,33,15,1
8250,1,26,10,Fri,0,51.6,20,29,16,1
9680,1,26,11,Fri,0,55.2,22,28,13,1
9900,1,26,12,Fri,0,58.8,23,28,10,1
12100,1,26,13,Fri,0,60.6,24,26,8,1
10010,1,26,14,Fri,0,62.4,25,26,5,1
12650,1,26,15,Fri,0,62.4,25,25,0,1
23320,1,26,16,Fri,0,57,24,43,7,1
26070,1,26,17,Fri,0,58.8,24,35,8,1
18480,1,26,18,Fri,0,55.2,24,47,7,1
8580,1,26,19,Fri,0,55.2,24,49,8,1
5390,1,26,20,Fri,0,53.4,23,44,10,1
5830,1,26,21,Fri,0,53.4,23,51,11,1
4290,1,26,22,Fri,0,51.6,23,53,8,1
3190,1,26,23,Fri,0,49.8,22,60,10,1
2310,1,27,0,Sat,1,51.6,23,58,9,1
440,1,27,1,Sat,1,49.8,23,66,8,1
1320,1,27,2,Sat,1,49.8,23,69,8,1
440,1,27,3,Sat,1,49.8,24,75,8,1
220,1,27,4,Sat,1,53.4,26,78,10,1
880,1,27,5,Sat,1,55.2,28,85,11,1
440,1,27,6,Sat,1,57,29,88,11,1
1650,1,27,7,Sat,1,58.8,30,92,6,1
3740,1,27,8,Sat,1,73.2,37,82,18,1
8140,1,27,9,Sat,1,82.2,40,68,21,1
9680,1,27,10,Sat,1,87.6,41,59,25,1
13420,1,27,11,Sat,1,96.6,43,43,23,1
14960,1,27,12,Sat,1,96.6,42,38,26,1
16500,1,27,13,Sat,1,98.4,42,37,26,1
19140,1,27,14,Sat,1,96.6,42,38,23,1
17380,1,27,15,Sat,1,93,41,41,22,1
15070,1,27,16,Sat,1,91.2,42,52,18,1
10890,1,27,17,Sat,1,91.2,44,64,20,1
9570,1,27,18,Sat,1,89.4,44,71,15,1
9020,1,27,19,Sat,1,89.4,44,74,14,1
5390,1,27,20,Sat,1,89.4,44,74,16,1
5610,1,27,21,Sat,1,91.2,45,71,18,1
5170,1,27,22,Sat,1,94.8,46,66,18,1
3630,1,27,23,Sat,1,94.8,46,66,17,1
4510,1,28,0,Sun,1,94.8,46,66,17,1
2310,1,28,1,Sun,1,96.6,47,66,17,1
1320,1,28,2,Sun,1,94.8,47,71,17,1
770,1,28,3,Sun,1,93,47,80,16,0.025
110,1,28,4,Sun,1,89.4,47,89,15,0.025
330,1,28,5,Sun,1,89.4,47,89,10,0.025
660,1,28,6,Sun,1,87.6,46,93,14,1
1430,1,28,7,Sun,1,87.6,46,93,10,1
3300,1,28,8,Sun,1,87.6,46,93,10,1
7480,1,28,9,Sun,1,87.6,46,93,9,1
11330,1,28,10,Sun,1,91.2,45,74,8,1
13640,1,28,11,Sun,1,91.2,45,74,8,1
11660,1,28,12,Sun,1,93,46,74,9,1
14850,1,28,13,Sun,1,93,44,63,7,1
14190,1,28,14,Sun,1,93,43,52,10,1
14300,1,28,15,Sun,1,91.2,41,48,9,1
17380,1,28,16,Sun,1,91.2,41,48,6,1
11770,1,28,17,Sun,1,89.4,40,46,6,1
13530,1,28,18,Sun,1,89.4,39,41,7,1
7810,1,28,19,Sun,1,87.6,39,46,6,1
6820,1,28,20,Sun,1,84,37,48,8,1
4400,1,28,21,Sun,1,84,37,46,8,1
3850,1,28,22,Sun,1,80.4,36,49,9,1
2970,1,28,23,Sun,1,80.4,36,47,9,1
2090,1,29,0,Mon,0,75,34,55,9,1
550,1,29,1,Mon,0,71.4,33,62,8,1
220,1,29,2,Mon,0,71.4,33,62,7,1
110,1,29,3,Mon,0,69.6,34,70,8,1
220,1,29,4,Mon,0,69.6,34,73,9,1
2420,1,29,5,Mon,0,67.8,33,76,8,1
7810,1,29,6,Mon,0,66,33,78,9,1
21560,1,29,7,Mon,0,71.4,35,76,15,1
43230,1,29,8,Mon,0,71.4,34,70,15,1
20130,1,29,9,Mon,0,71.4,34,68,14,1
13640,1,29,10,Mon,0,71.4,34,68,18,1
11770,1,29,11,Mon,0,71.4,35,73,16,1
11000,1,29,12,Mon,0,67.8,34,79,18,1
11220,1,29,13,Mon,0,66,33,78,21,1
9460,1,29,14,Mon,0,64.2,32,79,22,1
10120,1,29,15,Mon,0,60.6,29,75,17,1
21230,1,29,16,Mon,0,60.6,29,69,18,1
32010,1,29,17,Mon,0,60.6,29,69,16,1
21230,1,29,18,Mon,0,60.6,29,66,17,1
15510,1,29,19,Mon,0,60.6,29,69,24,1
10780,1,29,20,Mon,0,58.8,28,72,18,1
6380,1,29,21,Mon,0,58.8,28,72,26,1
1980,1,29,22,Mon,0,57,28,79,26,1
1320,1,29,23,Mon,0,53.4,26,81,20,1
660,1,30,0,Tue,0,51.6,25,81,23,1
330,1,30,1,Tue,0,48,24,88,16,1
110,1,30,4,Tue,0,42.6,21,82,17,1
1540,1,30,5,Tue,0,42.6,20,78,16,1
2530,1,30,6,Tue,0,40.8,20,88,13,1
6710,1,30,7,Tue,0,40.8,20,85,14,0.05
8800,1,30,8,Tue,0,40.8,20,85,15,0.025
5830,1,30,9,Tue,0,40.8,20,85,15,0.025
4730,1,30,10,Tue,0,44.4,20,68,21,1
4510,1,30,11,Tue,0,48,22,66,14,1
4290,1,30,12,Tue,0,53.4,22,41,13,1
3520,1,30,13,Tue,0,55.2,23,39,18,1
5060,1,30,14,Tue,0,57,24,39,11,1
7370,1,30,15,Tue,0,58.8,25,42,11,1
11660,1,30,16,Tue,0,58.8,25,45,10,1
21670,1,30,17,Tue,0,58.8,25,43,11,1
15510,1,30,18,Tue,0,57,25,47,9,1
11770,1,30,19,Tue,0,57,24,38,15,1
10560,1,30,20,Tue,0,53.4,22,37,15,1
6050,1,30,21,Tue,0,51.6,22,43,11,1
3080,1,30,22,Tue,0,46.2,19,42,22,1
1650,1,30,23,Tue,0,44.4,18,44,20,1
440,1,31,0,Wed,0,40.8,17,50,16,1
440,1,31,1,Wed,0,39,16,50,17,1
110,1,31,3,Wed,0,37.2,16,54,10,1
110,1,31,4,Wed,0,37.2,16,54,11,1
1980,1,31,5,Wed,0,35.4,15,57,15,1
5500,1,31,6,Wed,0,35.4,15,57,11,1
12540,1,31,7,Wed,0,37.2,16,57,13,1
27940,1,31,8,Wed,0,39,17,55,10,1
13310,1,31,9,Wed,0,42.6,18,48,15,1
10670,1,31,10,Wed,0,46.2,19,42,13,1
8580,1,31,11,Wed,0,49.8,20,37,8,1
10230,1,31,12,Wed,0,51.6,21,35,6,1
7590,1,31,13,Wed,0,55.2,23,36,13,1
6710,1,31,14,Wed,0,55.2,23,36,14,1
11220,1,31,15,Wed,0,57,23,34,13,1
19250,1,31,16,Wed,0,57,23,34,13,1
29480,1,31,17,Wed,0,53.4,23,47,16,1
18920,1,31,18,Wed,0,53.4,24,56,13,1
14520,1,31,19,Wed,0,51.6,23,58,15,1
9130,1,31,20,Wed,0,51.6,23,58,14,1
6490,1,31,21,Wed,0,51.6,23,61,17,1
3960,1,31,22,Wed,0,53.4,25,63,14,1
2750,1,31,23,Wed,0,57,27,66,16,1
1210,2,1,0,Thu,0,58.8,28,69,18,1
660,2,1,1,Thu,0,60.6,28,64,15,1
330,2,1,2,Thu,0,60.6,29,66,18,1
220,2,1,4,Thu,0,60.6,29,66,14,1
2200,2,1,5,Thu,0,60.6,29,69,13,1
6490,2,1,6,Thu,0,62.4,30,70,13,1
18480,2,1,7,Thu,0,64.2,31,70,10,1
34980,2,1,8,Thu,0,66,32,72,13,1
19910,2,1,9,Thu,0,67.8,33,70,16,1
8470,2,1,10,Thu,0,71.4,33,62,16,1
8470,2,1,11,Thu,0,75,35,58,17,1
9570,2,1,12,Thu,0,78.6,36,55,10,1
9350,2,1,13,Thu,0,85.8,38,47,14,1
12430,2,1,14,Thu,0,85.8,38,47,16,1
11880,2,1,15,Thu,0,80.4,38,60,11,1
24090,2,1,16,Thu,0,76.8,37,65,11,1
33000,2,1,17,Thu,0,75,36,68,13,1
22000,2,1,18,Thu,0,75,36,68,13,1
14850,2,1,19,Thu,0,73.2,35,70,11,1
11220,2,1,20,Thu,0,73.2,36,76,15,1
2420,2,1,22,Thu,0,69.6,36,93,9,0.075
880,2,1,23,Thu,0,69.6,36,93,7,1
770,2,2,0,Fri,0,69.6,36,89,7,0.025
440,2,2,1,Fri,0,67.8,36,97,7,0.075
110,2,2,2,Fri,0,67.8,35,93,9,0.025
110,2,2,3,Fri,0,69.6,36,93,8,0.1
220,2,2,4,Fri,0,66,34,93,10,0.225
1540,2,2,5,Fri,0,64.2,34,97,16,0.125
2420,2,2,6,Fri,0,62.4,32,89,22,0.05
11990,2,2,7,Fri,0,60.6,29,73,22,1
20130,2,2,8,Fri,0,57,26,61,25,1
13750,2,2,9,Fri,0,55.2,25,61,18,1
8250,2,2,10,Fri,0,53.4,24,58,24,1
7150,2,2,11,Fri,0,49.8,21,51,20,1
8800,2,2,12,Fri,0,49.8,21,48,24,1
8140,2,2,13,Fri,0,51.6,22,45,18,1
9900,2,2,14,Fri,0,53.4,22,37,21,1
10670,2,2,15,Fri,0,49.8,20,38,23,1
16170,2,2,16,Fri,0,48,20,40,17,1
25300,2,2,17,Fri,0,42.6,17,40,23,1
13420,2,2,18,Fri,0,37.2,15,47,18,1
7590,2,2,19,Fri,0,31.8,12,47,15,1
5060,2,2,20,Fri,0,30,11,44,21,1
3190,2,2,21,Fri,0,28.2,11,44,18,1
1870,2,2,22,Fri,0,26.4,10,44,16,1
2200,2,2,23,Fri,0,24.6,9,44,17,1
1320,2,3,0,Sat,1,22.8,8,48,14,1
660,2,3,1,Sat,1,22.8,8,46,16,1
220,2,3,2,Sat,1,21,7,48,15,1
220,2,3,3,Sat,1,21,7,48,11,1
220,2,3,4,Sat,1,22.8,8,46,10,1
440,2,3,5,Sat,1,22.8,8,51,11,1
440,2,3,6,Sat,1,21,8,58,13,1
770,2,3,7,Sat,1,24.6,9,56,13,1
4070,2,3,8,Sat,1,31.8,13,51,16,1
5830,2,3,9,Sat,1,37.2,15,47,15,1
7700,2,3,10,Sat,1,40.8,17,43,13,1
6380,2,3,11,Sat,1,44.4,18,42,14,1
9130,2,3,12,Sat,1,48,20,39,15,1
7040,2,3,13,Sat,1,51.6,21,37,17,1
7370,2,3,14,Sat,1,51.6,21,35,15,1
8360,2,3,15,Sat,1,51.6,21,37,11,1
9130,2,3,16,Sat,1,49.8,20,38,17,1
7700,2,3,17,Sat,1,48,20,44,9,1
5390,2,3,18,Sat,1,48,20,48,10,1
6490,2,3,19,Sat,1,48,21,50,13,1
3080,2,3,20,Sat,1,46.2,20,57,10,1
3410,2,3,21,Sat,1,46.2,21,60,10,1
2640,2,3,22,Sat,1,48,22,63,11,1
1870,2,3,23,Sat,1,49.8,23,66,11,1
1540,2,4,0,Sun,1,49.8,23,69,13,1
440,2,4,1,Sun,1,53.4,25,66,16,1
440,2,4,2,Sun,1,53.4,25,66,15,1
220,2,4,3,Sun,1,53.4,25,63,13,1
220,2,4,4,Sun,1,57,27,69,16,1
440,2,4,5,Sun,1,58.8,28,72,17,1
660,2,4,6,Sun,1,62.4,30,70,16,1
880,2,4,7,Sun,1,62.4,30,72,14,1
4070,2,4,8,Sun,1,66,32,70,15,1
4840,2,4,9,Sun,1,67.8,33,73,13,1
8910,2,4,10,Sun,1,71.4,34,70,10,1
8910,2,4,11,Sun,1,76.8,37,67,13,1
6050,2,4,12,Sun,1,73.2,37,82,11,0.05
2750,2,4,13,Sun,1,73.2,38,89,9,0.075
7810,2,4,14,Sun,1,73.2,38,93,3,1
7920,2,4,15,Sun,1,75,39,93,8,1
5830,2,4,16,Sun,1,78.6,41,92,5,1
6050,2,4,17,Sun,1,78.6,42,100,8,0.125
5720,2,4,18,Sun,1,78.6,42,96,10,0.025
3410,2,4,19,Sun,1,78.6,42,100,7,1
2200,2,4,20,Sun,1,76.8,41,100,5,1
3630,2,4,22,Sun,1,78.6,42,100,3,0.175
2310,2,4,23,Sun,1,76.8,41,96,7,0.175
330,2,5,0,Mon,0,75,40,100,7,0.575
330,2,5,1,Mon,0,75,40,100,6,0.325
550,2,5,3,Mon,0,78.6,42,100,8,1
110,2,5,4,Mon,0,76.8,41,100,9,1
1650,2,5,5,Mon,0,76.8,41,96,11,1
4290,2,5,6,Mon,0,75,38,86,10,1
17380,2,5,7,Mon,0,75,37,79,13,1
38170,2,5,8,Mon,0,75,37,77,16,1
22660,2,5,9,Mon,0,78.6,38,68,22,1
12540,2,5,10,Mon,0,75,35,63,23,1
11770,2,5,11,Mon,0,76.8,35,55,22,1
9790,2,5,12,Mon,0,71.4,32,55,26,1
12210,2,5,13,Mon,0,71.4,31,46,21,1
9460,2,5,14,Mon,0,71.4,30,39,20,1
12540,2,5,15,Mon,0,66,28,37,17,1
22110,2,5,16,Mon,0,64.2,27,35,11,1
33550,2,5,17,Mon,0,60.6,24,30,11,1
22990,2,5,18,Mon,0,58.8,24,33,11,1
13970,2,5,19,Mon,0,57,23,34,8,1
8470,2,5,20,Mon,0,53.4,23,47,11,1
5720,2,5,21,Mon,0,51.6,22,46,10,1
3630,2,5,22,Mon,0,48,20,48,11,1
1320,2,5,23,Mon,0,46.2,19,46,14,1
550,2,6,0,Tue,0,44.4,19,48,9,1
440,2,6,1,Tue,0,42.6,18,50,9,1
220,2,6,3,Tue,0,42.6,18,50,8,1
440,2,6,4,Tue,0,44.4,19,50,5,1
1760,2,6,5,Tue,0,46.2,20,50,6,1
6710,2,6,6,Tue,0,46.2,20,55,5,1
18590,2,6,7,Tue,0,48,20,48,9,1
39270,2,6,8,Tue,0,49.8,21,48,8,1
22220,2,6,9,Tue,0,51.6,22,45,9,1
7700,2,6,10,Tue,0,51.6,23,61,13,1
6820,2,6,11,Tue,0,51.6,24,72,10,1
8690,2,6,12,Tue,0,57,26,61,13,1
8250,2,6,13,Tue,0,60.6,28,61,10,1
9240,2,6,14,Tue,0,60.6,28,61,8,1
11990,2,6,15,Tue,0,60.6,28,61,9,1
22110,2,6,16,Tue,0,60.6,28,61,9,1
29480,2,6,17,Tue,0,60.6,27,56,10,1
24640,2,6,18,Tue,0,60.6,28,59,7,1
15620,2,6,19,Tue,0,60.6,27,56,8,1
11440,2,6,20,Tue,0,58.8,27,59,5,1
8470,2,6,21,Tue,0,57,26,61,6,1
5060,2,6,22,Tue,0,57,26,58,6,1
1870,2,6,23,Tue,0,55.2,25,56,7,1
440,2,7,0,Wed,0,53.4,24,58,8,1
660,2,7,1,Wed,0,51.6,23,58,6,1
330,2,7,2,Wed,0,49.8,22,60,7,1
110,2,7,4,Wed,0,49.8,22,60,5,1
1760,2,7,5,Wed,0,48,22,66,3,1
6380,2,7,6,Wed,0,48,22,63,6,1
20240,2,7,7,Wed,0,49.8,23,63,8,1
39160,2,7,8,Wed,0,51.6,24,66,7,1
22110,2,7,9,Wed,0,57,27,72,5,1
10560,2,7,10,Wed,0,62.4,30,75,0,1
5170,2,7,11,Wed,0,60.6,31,88,9,0.025
3740,2,7,12,Wed,0,60.6,32,100,10,0.175
2750,2,7,13,Wed,0,62.4,33,96,8,0.2
2860,2,7,14,Wed,0,62.4,33,100,3,0.2
1980,2,7,15,Wed,0,64.2,34,100,5,0.3
3630,2,7,16,Wed,0,66,35,96,7,0.225
8030,2,7,17,Wed,0,66,35,100,7,0.125
9020,2,7,18,Wed,0,67.8,36,97,8,0.025
6710,2,7,19,Wed,0,78.6,42,96,18,0.2
5720,2,7,20,Wed,0,66,34,93,11,0.05
5280,2,7,21,Wed,0,64.2,33,92,9,0.025
2090,2,7,22,Wed,0,64.2,33,92,6,0.075
1650,2,7,23,Wed,0,64.2,33,89,15,1
990,2,8,0,Thu,0,62.4,30,72,16,1
440,2,8,1,Thu,0,58.8,28,72,16,1
330,2,8,2,Thu,0,57,27,69,18,1
110,2,8,3,Thu,0,55.2,26,69,11,1
110,2,8,4,Thu,0,53.4,25,69,16,1
1540,2,8,5,Thu,0,49.8,23,66,11,1
3190,2,8,6,Thu,0,46.2,21,60,23,1
13530,2,8,7,Thu,0,44.4,20,63,14,1
26290,2,8,8,Thu,0,46.2,21,60,16,1
16720,2,8,9,Thu,0,49.8,22,57,13,1
10120,2,8,10,Thu,0,51.6,23,55,14,1
7260,2,8,11,Thu,0,53.4,24,56,10,1
9460,2,8,12,Thu,0,53.4,24,56,14,1
9570,2,8,13,Thu,0,53.4,24,58,14,1
8580,2,8,14,Thu,0,55.2,25,56,10,1
6930,2,8,15,Thu,0,55.2,25,56,10,1
18810,2,8,16,Thu,0,53.4,24,56,10,1
30580,2,8,17,Thu,0,53.4,24,56,9,1
21120,2,8,18,Thu,0,53.4,24,58,11,1
13310,2,8,19,Thu,0,53.4,24,56,10,1
10230,2,8,20,Thu,0,49.8,22,57,14,1
5610,2,8,21,Thu,0,48,22,60,11,1
4070,2,8,22,Thu,0,48,22,60,13,1
1650,2,8,23,Thu,0,48,21,58,11,1
880,2,9,0,Fri,0,46.2,21,60,11,1
330,2,9,1,Fri,0,46.2,21,60,11,1
330,2,9,2,Fri,0,46.2,20,57,11,1
330,2,9,3,Fri,0,46.2,20,57,15,1
550,2,9,4,Fri,0,44.4,20,60,10,1
1540,2,9,5,Fri,0,44.4,20,60,15,1
4840,2,9,6,Fri,0,42.6,19,63,9,1
12430,2,9,7,Fri,0,46.2,20,57,9,1
33440,2,9,8,Fri,0,48,21,53,11,1
17930,2,9,9,Fri,0,51.6,22,51,11,1
10560,2,9,10,Fri,0,53.4,23,47,11,1
10780,2,9,11,Fri,0,57,24,41,11,1
11110,2,9,12,Fri,0,57,24,45,9,1
9570,2,9,13,Fri,0,58.8,25,43,9,1
10010,2,9,14,Fri,0,60.6,26,43,11,1
11990,2,9,15,Fri,0,60.6,26,47,13,1
22110,2,9,16,Fri,0,58.8,26,52,13,1
32670,2,9,17,Fri,0,57,25,54,9,1
17270,2,9,18,Fri,0,58.8,26,54,13,1
9350,2,9,19,Fri,0,57,26,58,14,1
5830,2,9,20,Fri,0,57,26,64,14,1
5280,2,9,21,Fri,0,57,27,69,9,1
4620,2,9,22,Fri,0,57,28,75,11,1
3410,2,9,23,Fri,0,58.8,29,79,10,1
1980,2,10,0,Sat,1,58.8,29,82,10,1
1100,2,10,1,Sat,1,58.8,30,85,7,1
1430,2,10,2,Sat,1,60.6,31,85,7,1
440,2,10,3,Sat,1,62.4,32,89,5,1
440,2,10,4,Sat,1,64.2,33,89,6,1
110,2,10,5,Sat,1,69.6,36,89,9,1
1100,2,10,6,Sat,1,67.8,36,97,7,1
3520,2,10,7,Sat,1,71.4,38,97,5,1
4840,2,10,8,Sat,1,75,39,93,8,1
6820,2,10,9,Sat,1,80.4,42,89,5,1
11550,2,10,10,Sat,1,87.6,45,83,7,1
12430,2,10,11,Sat,1,94.8,48,77,14,1
14520,2,10,12,Sat,1,96.6,48,75,14,1
13310,2,10,13,Sat,1,94.8,48,77,10,1
16610,2,10,14,Sat,1,94.8,48,77,11,1
15620,2,10,15,Sat,1,93,47,80,9,1
15400,2,10,16,Sat,1,91.2,47,83,10,1
11550,2,10,17,Sat,1,87.6,46,90,11,1
10670,2,10,18,Sat,1,91.2,48,90,11,1
6490,2,10,19,Sat,1,87.6,47,97,10,0.025
4620,2,10,20,Sat,1,85.8,46,100,8,1
4510,2,10,21,Sat,1,85.8,46,96,5,0.025
1650,2,10,22,Sat,1,85.8,46,96,7,0.125
1650,2,10,23,Sat,1,91.2,48,97,5,0.225
1100,2,11,0,Sun,1,85.8,46,100,7,0.15
1650,2,11,1,Sun,1,85.8,46,100,6,0.025
1650,2,11,2,Sun,1,89.4,48,96,7,0.05
440,2,11,3,Sun,1,87.6,47,97,6,0.025
220,2,11,5,Sun,1,84,45,97,3,0.075
440,2,11,6,Sun,1,82.2,44,100,5,0.125
990,2,11,7,Sun,1,76.8,41,100,10,0.1
2200,2,11,8,Sun,1,73.2,39,96,10,0.075
2860,2,11,9,Sun,1,73.2,39,96,9,0.075
3410,2,11,10,Sun,1,71.4,38,97,7,0.175
3410,2,11,11,Sun,1,71.4,38,97,9,0.075
3850,2,11,12,Sun,1,71.4,38,97,9,0.125
2970,2,11,13,Sun,1,73.2,39,96,9,0.2
3190,2,11,14,Sun,1,73.2,39,96,13,0.075
4070,2,11,15,Sun,1,73.2,39,100,7,0.05
2970,2,11,16,Sun,1,75,40,97,6,0.125
4070,2,11,17,Sun,1,75,40,100,6,0.05
3080,2,11,18,Sun,1,75,40,97,10,0.025
2860,2,11,19,Sun,1,73.2,39,96,5,0.05
2750,2,11,20,Sun,1,71.4,38,97,9,1
3410,2,11,21,Sun,1,71.4,38,100,7,1
1760,2,11,22,Sun,1,71.4,38,97,6,1
1760,2,11,23,Sun,1,71.4,37,93,3,1
880,2,12,0,Mon,0,71.4,38,97,0,1
440,2,12,1,Mon,0,71.4,38,97,0,1
330,2,12,2,Mon,0,71.4,38,100,0,1
220,2,12,3,Mon,0,75,40,97,8,1
440,2,12,4,Mon,0,82.2,44,96,13,1
1650,2,12,5,Mon,0,85.8,44,86,11,1
6710,2,12,6,Mon,0,85.8,43,77,15,1
18260,2,12,7,Mon,0,80.4,40,80,13,1
46090,2,12,8,Mon,0,82.2,40,71,11,1
22110,2,12,9,Mon,0,80.4,38,60,14,1
11880,2,12,10,Mon,0,78.6,36,58,13,1
11660,2,12,11,Mon,0,78.6,36,53,10,1
13750,2,12,12,Mon,0,78.6,35,45,16,1
9240,2,12,13,Mon,0,78.6,34,41,15,1
10010,2,12,14,Mon,0,80.4,34,37,14,1
14080,2,12,15,Mon,0,80.4,34,34,13,1
27500,2,12,16,Mon,0,76.8,32,33,10,1
41910,2,12,17,Mon,0,75,31,33,10,1
27830,2,12,18,Mon,0,71.4,30,37,10,1
16500,2,12,19,Mon,0,69.6,29,36,11,1
11000,2,12,20,Mon,0,67.8,29,39,9,1
8140,2,12,21,Mon,0,64.2,27,42,7,1
5280,2,12,22,Mon,0,62.4,27,43,11,1
2640,2,12,23,Mon,0,62.4,27,42,14,1
1320,2,13,0,Tue,0,58.8,26,47,10,1
550,2,13,1,Tue,0,55.2,24,47,10,1
330,2,13,2,Tue,0,53.4,23,47,10,1
110,2,13,3,Tue,0,51.6,22,49,13,1
110,2,13,4,Tue,0,49.8,22,51,10,1
2090,2,13,5,Tue,0,49.8,21,48,10,1
6820,2,13,6,Tue,0,48,21,55,8,1
19030,2,13,7,Tue,0,48,21,50,14,1
36960,2,13,8,Tue,0,49.8,21,46,10,1
21120,2,13,9,Tue,0,51.6,22,43,7,1
11110,2,13,10,Tue,0,55.2,23,36,10,1
8580,2,13,11,Tue,0,58.8,25,38,7,1
12760,2,13,12,Tue,0,55.2,24,45,10,1
9130,2,13,13,Tue,0,55.2,24,45,8,1
10450,2,13,14,Tue,0,53.4,23,51,9,1
10890,2,13,15,Tue,0,53.4,24,53,8,1
24200,2,13,16,Tue,0,53.4,24,58,8,1
35090,2,13,17,Tue,0,53.4,25,63,10,1
23870,2,13,18,Tue,0,53.4,25,66,15,1
15950,2,13,19,Tue,0,53.4,25,69,13,1
12980,2,13,20,Tue,0,53.4,25,69,10,1
7150,2,13,21,Tue,0,53.4,25,69,9,1
4840,2,13,22,Tue,0,53.4,25,66,8,1
2200,2,13,23,Tue,0,53.4,25,63,9,1
1100,2,14,0,Wed,0,53.4,25,69,8,1
330,2,14,1,Wed,0,53.4,25,69,10,1
550,2,14,2,Wed,0,53.4,26,75,7,1
330,2,14,3,Wed,0,55.2,27,75,10,1
440,2,14,4,Wed,0,53.4,26,81,8,1
1980,2,14,5,Wed,0,57,28,82,7,1
6710,2,14,6,Wed,0,60.6,30,82,10,1
20240,2,14,7,Wed,0,62.4,31,82,9,1
42460,2,14,8,Wed,0,66,33,82,9,1
26400,2,14,9,Wed,0,71.4,36,79,14,1
12870,2,14,10,Wed,0,75,37,73,14,1
14300,2,14,11,Wed,0,82.2,39,65,16,1
16170,2,14,12,Wed,0,85.8,41,63,16,1
14630,2,14,13,Wed,0,87.6,42,63,17,1
13970,2,14,14,Wed,0,87.6,42,63,20,1
17380,2,14,15,Wed,0,87.6,41,61,17,1
31020,2,14,16,Wed,0,85.8,41,63,13,1
44550,2,14,17,Wed,0,85.8,40,61,10,1
26620,2,14,18,Wed,0,84,40,63,8,1
16280,2,14,19,Wed,0,78.6,38,68,7,1
12980,2,14,20,Wed,0,78.6,38,71,9,1
9680,2,14,21,Wed,0,78.6,39,73,9,1
4950,2,14,22,Wed,0,75,37,77,9,1
3080,2,14,23,Wed,0,73.2,37,79,10,1
1430,2,15,0,Thu,0,71.4,36,83,9,1
880,2,15,1,Thu,0,69.6,35,86,8,1
220,2,15,2,Thu,0,71.4,36,86,6,1
110,2,15,3,Thu,0,73.2,37,86,6,1
660,2,15,4,Thu,0,69.6,36,89,8,1
1870,2,15,5,Thu,0,67.8,36,97,5,1
7150,2,15,6,Thu,0,71.4,37,93,0,1
21670,2,15,7,Thu,0,75,40,97,5,1
45540,2,15,8,Thu,0,76.8,41,96,8,1
25080,2,15,9,Thu,0,80.4,43,100,8,1
13090,2,15,10,Thu,0,84,44,93,13,1
14300,2,15,11,Thu,0,84,44,93,7,1
15510,2,15,12,Thu,0,85.8,45,89,11,1
12540,2,15,13,Thu,0,85.8,45,93,11,1
12870,2,15,14,Thu,0,89.4,47,89,11,1
13970,2,15,15,Thu,0,89.4,47,93,10,1
30030,2,15,16,Thu,0,89.4,47,93,9,1
40920,2,15,17,Thu,0,91.2,48,93,13,1
23540,2,15,18,Thu,0,89.4,48,96,14,1
20350,2,15,19,Thu,0,89.4,48,96,9,1
14300,2,15,20,Thu,0,89.4,47,93,13,1
10120,2,15,21,Thu,0,89.4,48,96,7,1
8030,2,15,22,Thu,0,85.8,46,100,5,1
3190,2,15,23,Thu,0,85.8,46,96,8,1
2530,2,16,0,Fri,0,85.8,46,96,6,1
880,2,16,1,Fri,0,80.4,43,97,3,1
550,2,16,2,Fri,0,84,45,100,5,1
330,2,16,3,Fri,0,89.4,47,93,6,1
440,2,16,4,Fri,0,84,45,97,0,1
1540,2,16,5,Fri,0,91.2,48,93,6,0.025
3190,2,16,6,Fri,0,89.4,48,96,3,0.025
12210,2,16,7,Fri,0,89.4,48,96,5,1
36630,2,16,8,Fri,0,91.2,48,97,8,1
20570,2,16,9,Fri,0,93,49,96,5,1
13750,2,16,10,Fri,0,98.4,51,86,7,1
